Size, Proteins
37,"Hypothetical proteingm04088:RR42_RS00420","Hypothetical proteingm04088:RR42_RS23660","Copper resistance protein CopQgm04088:RR42_RS13760","Endonucleasegm04088:RR42_RS14955","Hypothetical proteingm04088:RR42_RS33870","Hypothetical proteingm04088:RR42_RS36115","Hypothetical proteingm04088:RR42_RS27595","Hypothetical proteingm04088:RR42_RS35050","Hypothetical proteingm04088:RR42_RS08995","Hypothetical proteingm04088:RR42_RS19635","Hypothetical proteingm04088:RR42_RS37500","MarR family transcriptional regulatorgm04088:RR42_RS26335","Hypothetical proteingm04088:RR42_RS37125","Hypothetical proteingm04088:RR42_RS21210","Transcriptional regulatorgm04088:RR42_RS20880","Hypothetical proteingm04088:RR42_RS37525","Hypothetical proteingm04088:RR42_RS23305","Hypothetical proteingm04088:RR42_RS16680","Hypothetical proteingm04088:RR42_RS31555","AsnC family transcriptional regulatorgm04088:RR42_RS30635","Hypothetical proteingm04088:RR42_RS04060","Hydrolasegm04088:RR42_RS30770","Cobalt-zinc-cadmium resistance proteingm04088:RR42_RS33425","Hypothetical proteingm04088:RR42_RS36215","Hypothetical proteingm04088:RR42_RS19845","Hypothetical proteingm04088:RR42_RS19760","Hypothetical proteingm04088:RR42_RS04040","Hypothetical proteingm04088:RR42_RS04340","Hypothetical proteingm04088:RR42_RS04610","Hypothetical proteingm04088:RR42_RS04955","Hypothetical proteingm04088:RR42_RS07265","Lipoproteingm04088:RR42_RS07890","Hypothetical proteingm04088:RR42_RS07260","Hypothetical proteingm04088:RR42_RS08450","Hypothetical proteingm04088:RR42_RS06185","Membrane proteingm04088:RR42_RS15240","Hypothetical proteingm04088:RR42_RS01020"
37,"Hypothetical proteinztr:MYCGRDRAFT_92924","Hypothetical proteinztr:MYCGRDRAFT_106471","Hypothetical proteinztr:MYCGRDRAFT_21814","Bacilysin biosynthesis oxidoreductase bacCztr:MYCGRDRAFT_44943","Hypothetical proteinztr:MYCGRDRAFT_107448","Hypothetical proteinztr:MYCGRDRAFT_103011","Hypothetical proteinztr:MYCGRDRAFT_28401","Hypothetical proteinztr:MYCGRDRAFT_111008","Hypothetical proteinztr:MYCGRDRAFT_27161","Hypothetical proteinztr:MYCGRDRAFT_88916","Hypothetical proteinztr:MYCGRDRAFT_65399","Hypothetical proteinztr:MYCGRDRAFT_39210","Hypothetical proteinztr:MYCGRDRAFT_107737","Hypothetical proteinztr:MYCGRDRAFT_109190","Hypothetical proteinztr:MYCGRDRAFT_48997","Hypothetical proteinztr:MYCGRDRAFT_109995(2)","RSC complex proteinztr:MYCGRDRAFT_109619","Hypothetical proteinztr:MYCGRDRAFT_14647","Hypothetical proteinztr:MYCGRDRAFT_28154","Hypothetical proteinztr:MYCGRDRAFT_32232","Hypothetical proteinztr:MYCGRDRAFT_96962","Hypothetical proteinztr:MYCGRDRAFT_106107","Hypothetical proteinztr:MYCGRDRAFT_92737","Hypothetical proteinztr:MYCGRDRAFT_108533","Hypothetical proteinztr:MYCGRDRAFT_89108(2)","Hypothetical proteinztr:MYCGRDRAFT_80821","Hypothetical proteinztr:MYCGRDRAFT_96474","Hypothetical proteinztr:MYCGRDRAFT_108147","Hypothetical proteinztr:MYCGRDRAFT_33514","Hypothetical proteinztr:MYCGRDRAFT_81609","Hypothetical proteinztr:MYCGRDRAFT_35710","Hypothetical proteinztr:MYCGRDRAFT_68371","Hypothetical proteinztr:MYCGRDRAFT_17773","Hypothetical protein, variantztr:MYCGRDRAFT_109766","Hypothetical proteinztr:MYCGRDRAFT_35166","JmjC domain-containing proteinztr:MYCGRDRAFT_97131(2)","Hypothetical proteinztr:MYCGRDRAFT_43161"
38,"Iron ABC transporter substrate-binding proteingm04686:JM47_02345","Iron ABC transporter substrate-binding proteingm04686:JM47_00480","Membrane proteingm04686:JM47_02685(2)","Hypothetical proteingm04686:JM47_02775","Membrane proteingm04686:JM47_02685(1)","Endonucleasegm04686:JM47_01500","Hypothetical proteingm04686:JM47_00295","Hypothetical proteingm04686:JM47_00330","Membrane proteingm04686:JM47_03095","Hypothetical proteingm04686:JM47_03110","ABC transporter permeasegm04686:JM47_02485(3)","Hypothetical proteingm04686:JM47_00555","Membrane proteingm04686:JM47_01025","5'-nucleosidasegm04686:JM47_02305(2)","Hypothetical proteingm04686:JM47_02095","Hypothetical proteingm04686:JM47_02495","Hypothetical proteingm04686:JM47_03465","Hypothetical proteingm04686:JM47_03475","Hypothetical proteingm04686:JM47_01950","Hypothetical proteingm04686:JM47_03025","Holo-ACP synthasegm04686:JM47_03040","Hypothetical proteingm04686:JM47_02585","Hypothetical proteingm04686:JM47_02995(2)","Hypothetical proteingm04686:JM47_01285","Hypothetical proteingm04686:JM47_01250","Hypothetical proteingm04686:JM47_00780","Hypothetical proteingm04686:JM47_00795","Hypothetical proteingm04686:JM47_02070","Predicted in CGMgm04686:JM47_02080(1)","Hypothetical proteingm04686:JM47_02765","Hypothetical proteingm04686:JM47_02930","Hypothetical proteingm04686:JM47_01580","Hypothetical proteingm04686:JM47_00645","Hypothetical proteingm04686:JM47_01465","Hypothetical proteingm04686:JM47_01480","Hypothetical proteingm04686:JM47_00885","Membrane proteingm04686:JM47_03300","Membrane proteingm04686:JM47_03350"
38,"Hypothetical proteinsih:SIH_2026","Membrane protein involved in the export of O-antigen and teichoic acidsih:SIH_2083(1)","Hypothetical proteinsih:SIH_0634","Hypothetical proteinsih:SIH_0638","Hypothetical proteinsih:SIH_2140","Hypothetical proteinsih:SIH_1587","Hypothetical proteinsih:SIH_2196","Hypothetical proteinsih:SIH_0633","Molybdopterin oxidoreductasesih:SIH_2112(3)","Molybdopterin oxidoreductasesih:SIH_2112(4)","Hypothetical proteinsih:SIH_2126","Hypothetical proteinsih:SIH_2176","Hypothetical proteinsih:SIH_2209","Hypothetical proteinsih:SIH_2301(2)","Hypothetical proteinsih:SIH_2301(1)","Hypothetical proteinsih:SIH_2329","Hypothetical proteinsih:SIH_2392","Hypothetical proteinsih:SIH_2520","Hypothetical proteinsih:SIH_2526","Hypothetical proteinsih:SIH_2661","Hypothetical proteinsih:SIH_2662","Hypothetical proteinsih:SIH_2666","Hypothetical proteinsih:SIH_2687","Hypothetical proteinsih:SIH_2712","Hypothetical proteinsih:SIH_0279","Hypothetical proteinsih:SIH_0275","Hypothetical proteinsih:SIH_0080","Predicted in CGMsih:SIH_0015(1)","Hypothetical proteinsih:SIH_0010","Hypothetical proteinsih:SIH_2749","Hypothetical proteinsih:SIH_2740","Hypothetical proteinsih:SIH_0707","Hypothetical proteinsih:SIH_0687","Predicted in CGMsih:SIH_0944","Conserved hypothetical membrane proteinsih:SIH_1089","Hypothetical proteinsih:SIH_1607","Predicted in CGMsih:SIH_1936","Hypothetical proteinsih:SIH_2006"
39,"Hypothetical proteinbmf:01PS2595","Hypothetical proteinbmf:02PS1370","Hypothetical proteinbmf:02PS184","Hypothetical proteinbmf:02PS229","Hypothetical proteinbmf:02PS869","Hypothetical proteinbmf:02PS837","Predicted in CGMbmf:02PS417","Hypothetical proteinbmf:02PS1210","Hypothetical proteinbmf:02PS81","Hypothetical proteinbmf:01PS2739","Predicted in CGMbmf:01PS185","Hypothetical proteinbmf:01PS189","Predicted in CGMbmf:01PS244","Hypothetical proteinbmf:01PS275","Hypothetical proteinbmf:01PS373","Hypothetical proteinbmf:01PS417","Hypothetical proteinbmf:01PS467","Hypothetical proteinbmf:01PS528","Hypothetical proteinbmf:01PS539","Hypothetical proteinbmf:01PS562","Hypothetical proteinbmf:01PS563","Hypothetical proteinbmf:01PS770","Hypothetical proteinbmf:01PS1007","Hypothetical proteinbmf:01PS1089","Hypothetical proteinbmf:01PS1106","Predicted in CGMbmf:01PL846","Hypothetical proteinbmf:01PS1229","Predicted in CGMbmf:01PS1294","Hypothetical proteinbmf:01PS1372","Hypothetical proteinbmf:01PS1642","Predicted in CGMbmf:01PL1165","Hypothetical proteinbmf:01PS2110","Hypothetical proteinbmf:01PS2111","Hypothetical proteinbmf:01PS2181","Hypothetical proteinbmf:01PS2189","Hypothetical proteinbmf:01PS2255","Hypothetical proteinbmf:01PS2335","Predicted in CGMbmf:01PS2486","Hypothetical proteinbmf:01PS2539"
40,"Hypothetical proteinefl:EF62_RS02355","Hypothetical proteinefl:EF62_RS00285","Predicted in CGMefl:EF62_RS00755(1)","Hypothetical proteinefl:EF62_RS00270","Cell wall surface anchor proteinefl:EF62_RS00765","Hypothetical proteinefl:EF62_RS01615","Lipoproteinefl:EF62_RS01450","Hypothetical proteinefl:EF62_RS00670","Cell wall surface anchor proteinefl:EF62_RS00275","PhoP family transcriptional regulatorefl:EF62_RS13885(1)","Bacterial RNA polymerase, alpha chain C terminal domainefl:EF62_RS13030(1)","Bacterial RNA polymerase, alpha chain C terminal domainefl:EF62_RS13030(2)","Hypothetical proteinefl:EF62_RS12725","Hypothetical proteinefl:EF62_RS11595","Hypothetical proteinefl:EF62_RS11340","Protein of unknown functionefl:EF62_RS10650","Hypothetical proteinefl:EF62_RS10120","Hypothetical proteinefl:EF62_RS09650","Hypothetical proteinefl:EF62_RS09320","Hypothetical proteinefl:EF62_RS08505","Hypothetical proteinefl:EF62_RS08490","Hypothetical proteinefl:EF62_RS08390","Hypothetical proteinefl:EF62_RS08345","Hypothetical proteinefl:EF62_RS08300","Hypothetical proteinefl:EF62_RS08245","Hypothetical proteinefl:EF62_RS07655","Hypothetical proteinefl:EF62_RS07545","Hypothetical proteinefl:EF62_RS07540","Hypothetical proteinefl:EF62_RS07145","Hypothetical proteinefl:EF62_RS06505","Hypothetical proteinefl:PL1117","Hypothetical proteinefl:EF62_RS05930","Hypothetical proteinefl:EF62_RS05645(2)","Hypothetical proteinefl:EF62_RS05645(1)","Peptidase M48efl:EF62_RS05025(1)","Hypothetical proteinefl:EF62_RS04985","Hypothetical proteinefl:EF62_RS03380","Hypothetical proteinefl:EF62_RS03135","Hypothetical proteinefl:EF62_RS02525","Hypothetical proteinefl:EF62_RS02385"
40,"Hypothetical proteinmea:MEXAM1_RS00075","Hypothetical proteinmea:MEXAM1_RS14905","Pilus assembly protein PilZmea:MEXAM1_RS15295","Hypothetical proteinmea:MEXAM1_RS08040","Diguanylate cyclasemea:MEXAM1_RS23465","Hypothetical proteinmea:MEXAM1_RS04440","Hypothetical proteinmea:MEXAM1_RS16345","Hypothetical proteinmea:MEXAM1_RS10775","Hypothetical proteinmea:MEXAM1_RS25275","Hypothetical proteinmea:MEXAM1_RS24860","Hypothetical proteinmea:MEXAM1_RS23565","Hypothetical proteinmea:MEXAM1_RS23540","Hypothetical proteinmea:MEXAM1_RS23210","ABC transporter ATPasemea:MEXAM1_RS22930","Hypothetical proteinmea:MEXAM1_RS22810","Hypothetical proteinmea:MEXAM1_RS22125","Hypothetical proteinmea:MEXAM1_RS21695","Hypothetical proteinmea:MEXAM1_RS21490","Hypothetical proteinmea:MEXAM1_RS20645","Hypothetical proteinmea:MEXAM1_RS20400","Hypothetical proteinmea:MEXAM1_RS18120","Diguanylate cyclasemea:MEXAM1_RS17085","Hypothetical proteinmea:MEXAM1_RS16725","Hypothetical proteinmea:MEXAM1_RS15675","Hypothetical proteinmea:MEXAM1_RS15625","Hypothetical proteinmea:MEXAM1_RS15470","Hypothetical proteinmea:MEXAM1_RS14705","Hypothetical proteinmea:MEXAM1_RS14690","Hypothetical proteinmea:MEXAM1_RS14275","Hypothetical proteinmea:MEXAM1_RS11805","Hypothetical proteinmea:MEXAM1_RS11255","Hypothetical proteinmea:MEXAM1_RS10455","Hypothetical proteinmea:MEXAM1_RS10330","Hypothetical proteinmea:MEXAM1_RS09345","Hypothetical proteinmea:MEXAM1_RS08620","Hypothetical proteinmea:MEXAM1_RS08035","Hypothetical proteinmea:MEXAM1_RS05295","Hypothetical proteinmea:MEXAM1_RS03960","Hypothetical proteinmea:MEXAM1_RS05645","Sensor histidine kinasemea:MEXAM1_RS00965"
40,"Hypothetical proteingm03720:AA314_RS07385","RNA polymerase sigma factorgm03720:AA314_RS49210","Lipoproteingm03720:AA314_RS07120(1)","Hypothetical proteingm03720:AA314_RS07375","Hypothetical proteingm03720:AA314_RS18835","Hypothetical proteingm03720:AA314_RS39660","Hypothetical proteingm03720:AA314_RS07930","Hypothetical proteingm03720:AA314_RS48810","Hypothetical proteingm03720:AA314_RS40625","Hypothetical proteingm03720:AA314_RS34280","Hypothetical proteingm03720:AA314_RS48905","Cell wall surface anchor family proteingm03720:AA314_RS30020","DofA proteingm03720:AA314_RS07550","Hypothetical proteingm03720:AA314_RS00290","Hypothetical proteingm03720:AA314_RS18335","RNA polymerase sigma factorgm03720:AA314_RS45565","Hypothetical proteingm03720:AA314_RS36065","Hypothetical proteingm03720:AA314_RS11995","Hypothetical proteingm03720:AA314_RS28785","Hypothetical proteingm03720:AA314_RS14495","Hypothetical proteingm03720:AA314_RS13375","Hypothetical proteingm03720:AA314_RS44450","Hypothetical proteingm03720:AA314_RS38075","Hypothetical proteingm03720:AA314_RS08995","Lipoproteingm03720:AA314_RS26155","Hypothetical proteingm03720:AA314_RS14600","Hypothetical proteingm03720:AA314_RS28635","Peptidase S24gm03720:AA314_RS26145","Hypothetical proteingm03720:AA314_RS04565","Hypothetical proteingm03720:AA314_RS22260","Hypothetical proteingm03720:AA314_RS14630","MarR family transcriptional regulatorgm03720:AA314_RS00105","Hypothetical proteingm03720:AA314_RS11990","Hypothetical proteingm03720:AA314_RS28920","Hypothetical proteingm03720:AA314_RS45570","Lipoproteingm03720:AA314_RS44455","Lipoproteingm03720:AA314_RS15075","Hypothetical proteingm03720:AA314_RS14635","Lipoproteingm03720:AA314_RS34260","Endonucleasegm03720:AA314_RS11440"
41,"Predicted in CGMcbg:PS7","Guanine deaminasecbg:PL1527(1)","Hypothetical membrane proteincbg:CBUG_RS03250(3)","Predicted in CGMcbg:CBUG_RS00420(1)","Hypothetical proteincbg:PS116","Hypothetical proteincbg:PS117","Hypothetical proteincbg:PS3017","Predicted in CGMcbg:PL1962","Diguanylate cyclasecbg:CBUG_RS10335(5)","Hypothetical proteincbg:PS56","Predicted in CGMcbg:PS337","Predicted in CGMcbg:CBUG_RS00850","Hypothetical proteincbg:PS210","Hypothetical proteincbg:CBUG_RS00515","Mechanosensitive ion channel protein MscScbg:ST477(1)","Hypothetical proteincbg:PS627","Hypothetical proteincbg:CBUG_RS02320","Predicted in CGMcbg:PS860","Non-ribosomal peptide synthetase module-containing proteincbg:CBUG_RS03135(7)","Predicted in CGMcbg:ST1179(2)","Hypothetical membrane spanning proteincbg:CBUG_RS04235","Hypothetical proteincbg:CBUG_RS04285(2)","Predicted in CGMcbg:CBUG_RS04870(2)","Hypothetical proteincbg:CBUG_RS04870(1)","Hypothetical proteincbg:PS1499","Hypothetical proteincbg:PS1539","Hypothetical proteincbg:PL1054","Predicted in CGMcbg:PS1866","Predicted in CGMcbg:PS1882","Predicted in CGMcbg:CBUG_RS06955","Hypothetical proteincbg:PS1982","Predicted in CGMcbg:PL1337(1)","Predicted in CGMcbg:PS2043","Predicted in CGMcbg:PS2330","Hypothetical proteincbg:PS2371","Predicted in CGMcbg:CBUG_RS08355(2)","Hypothetical proteincbg:PS2434","Predicted in CGMcbg:CBUG_RS08830(1)","Predicted in CGMcbg:PL1801","Hypothetical proteincbg:PS2777","Predicted in CGMcbg:PS2806"
41,"Hypothetical proteinrsp:RSP_7500","Hypothetical proteinrsp:RSP_6187","Hypothetical proteinrsp:RSP_3631","Protein of unknown function (DUF1937)rsp:RSP_3774","Protein of unknown function (DUF1937)rsp:RSP_1655","Hypothetical proteinrsp:01PL540","Hypothetical proteinrsp:RSP_3923","Hypothetical proteinrsp:RSP_7711","Hypothetical proteinrsp:RSP_3794","Hypothetical proteinrsp:RSP_7628","Hypothetical proteinrsp:RSP_6199","Gas vesicle proteinrsp:RSP_7607","Hypothetical proteinrsp:RSP_6183","Hypothetical proteinrsp:RSP_6182","Hypothetical proteinrsp:RSP_7603","Hypothetical proteinrsp:RSP_3495","Hypothetical proteinrsp:RSP_3471","Hypothetical proteinrsp:RSP_3470","Hypothetical proteinrsp:RSP_3421","Hypothetical proteinrsp:RSP_6252","Hypothetical proteinrsp:RSP_3265","Hypothetical proteinrsp:RSP_3213","Hypothetical proteinrsp:RSP_6238","Hypothetical proteinrsp:RSP_7588","Hypothetical proteinrsp:02PL30","Hypothetical proteinrsp:RSP_1185","Hypothetical proteinrsp:RSP_1115","Hypothetical proteinrsp:RSP_7563","Hypothetical proteinrsp:RSP_7558","Protein NnrTrsp:RSP_0320","Hypothetical proteinrsp:RSP_0038","Hypothetical proteinrsp:RSP_2916","Hypothetical proteinrsp:RSP_2790","Hypothetical proteinrsp:RSP_2519","Chemotaxis protein CheXrsp:RSP_2438","Hypothetical proteinrsp:RSP_7519","Hypothetical proteinrsp:RSP_2033","Glutamine amidotransferasersp:RSP_7507","Hypothetical proteinrsp:RSP_1846","Hypothetical proteinrsp:RSP_1780","Hypothetical proteinrsp:RSP_1471"
41,"Kinteoplast poly(A) polymerase complex 1 subunit, putativelif:LINJ_27_2640","Kinesin, putativelif:LINJ_29_2500","Putative cysteine peptidase, Clan CA, family C19lif:LINJ_30_1260(2)","RNA editing complex protein MP46lif:LINJ_33_2090","RNA-editing complex protein MP81, putativelif:LINJ_02_0380","RNA editing associated helicase 2,putative;with=GeneDB:Tb927.4.1500lif:LINJ_34_3010(1)","Sodium stibogluconate resistance protein, putativelif:LINJ_31_3390","Hypothetical proteinlif:LINJ_23_0920(2)","Hypothetical proteinlif:LINJ_31_2430","Hypothetical proteinlif:LINJ_29_2340","Mitochondrial RNA binding complex 1 subunit, putativelif:LINJ_31_0660","Hypothetical proteinlif:LINJ_15_1040","Hypothetical proteinlif:LINJ_19_1050","Hypothetical proteinlif:LINJ_21_1780","Hypothetical proteinlif:LINJ_14_0370(4)","Pseudouridine synthase, putativelif:LINJ_35_5430(1)","Hypothetical proteinlif:LINJ_35_5400","Hypothetical proteinlif:LINJ_27_0060","Hypothetical proteinlif:LINJ_17_0900","Hypothetical proteinlif:LINJ_13_0740(2)","Hypothetical proteinlif:LINJ_29_1660","Hypothetical proteinlif:LINJ.12.0210(2)","Hypothetical proteinlif:LINJ_35_4610(2)","Hypothetical proteinlif:LINJ_27_2550","Hypothetical proteinlif:LINJ_32_2550","Hypothetical proteinlif:LINJ_33_0970(2)","Hypothetical proteinlif:LINJ_07_1120","Hypothetical proteinlif:LINJ_28_3070","Hypothetical proteinlif:LINJ_17_1500","Hypothetical proteinlif:LINJ_05_0270","Hypothetical proteinlif:LINJ_27_2620","Hypothetical proteinlif:LINJ_27_2630","Hypothetical proteinlif:LINJ_04_0860","Hypothetical proteinlif:LINJ_27_2610","Hypothetical proteinlif:LINJ_24_0920(2)","Hypothetical proteinlif:LINJ_27_2660","Hypothetical proteinlif:LINJ_25_0620(2)","Hypothetical proteinlif:LINJ_20_0090","Hypothetical proteinlif:LINJ_07_1110","Hypothetical proteinlif:LINJ_28_0370","Hypothetical proteinlif:LINJ_15_0960"
41,"G-box binding factorcdu:CD36_29160","Protein disulfide isomerase family A,member 6cdu:CD36_42330","Zinc cluster transcription factor, putativecdu:CD36_83960","Eukaryotic translation initiation factor 4E (eIF-4E), putativecdu:CD36_53960","Uncharacterized protein YHR182Wcdu:CD36_62310","Putative secreted proteincdu:CD36_01380","Regulatory subunit of acetolactate synthasecdu:CD36_72050","DEHA2C17402pcdu:CD36_72690","Moesin/ezrin/radixin homolog 1cdu:CD36_70560","DEHA2A07458pcdu:CD36_26560","Sol1 cell cycle regulatorcdu:CD36_83830","DEHA2F10142pcdu:CD36_71330","Methyl methanesulfonate-sensitivity protein 22cdu:CD36_25530(2)","DEHA2C04686pcdu:CD36_62720","DEHA2B08668pcdu:CD36_11340","Vacuole biogenesis protein, putativecdu:CD36_51310","Uncharacterized protein C800.13cdu:CD36_07330","Polycystic kidney disease protein 1-like 3cdu:CD36_64990","DEHA2D18392pcdu:CD36_15810","Protein translocase subunit secAcdu:CD36_17700","UPF0480 protein C15orf24 homologcdu:CD36_06080","DEHA2D13420pcdu:CD36_04370","Pex17 peroxincdu:CD36_22880","DEHA2A01980pcdu:CD36_16140","DEHA2F02640pcdu:CD36_87070","DNA-binding proteins Bright/BRCAA1/RBP1 and related proteins containing BRIGHT domaincdu:CD36_28740","Homeobox-leucine zipper protein HOX33cdu:CD36_16230","DEHA2D16742pcdu:CD36_45760","Uncharacterized WD repeat-containing protein alr3466cdu:CD36_25130","Uncharacterized protein YNL144Ccdu:CD36_11100","DEHA2F11682pcdu:CD36_84350","DEHA2D12342pcdu:CD36_45600","DEHA2E18084pcdu:CD36_80970","DEHA2C10582pcdu:CD36_44020","Vacuolar fusion protein CCZ1cdu:CD36_64120","Down-regulator of invasive growth 2cdu:CD36_81690","Uncharacterized protein Sgm1 homologue, putativecdu:CD36_50420","DEHA2F01540pcdu:CD36_21100","Class E protein of the vacuolar protein-sorting pathwaycdu:CD36_11880","Protein whose overexpression suppresses the synthetic lethality of the hal3 sit4 double mutationcdu:CD36_34810","ARP2/3 complex subunit, putativecdu:CD36_87530"
41,"MSHA biogenesis protein MshHgm03692:AXYLO_0845","Putative transcription regulator transcription regulator proteingm03692:AXYLO_5159","Hypothetical proteingm03692:AXYLO_0288","DNA-3-methyladenine glycosylasegm03692:AXYLO_3060","Hypothetical proteingm03692:AXYLO_3771","Membrane proteingm03692:AXYLO_3003","Hypothetical proteingm03692:AXYLO_0088","Putative membrane protein 68gm03692:AXYLO_2396","Hypothetical proteingm03692:AXYLO_5251","Hypothetical proteingm03692:AXYLO_4938","Hypothetical proteingm03692:AXYLO_0510","Hypothetical proteingm03692:AXYLO_4456(2)","Hypothetical proteingm03692:AXYLO_4372","Hypothetical proteingm03692:AXYLO_4320","Hypothetical proteingm03692:AXYLO_4029","Hypothetical proteingm03692:AXYLO_2049","Hypothetical proteingm03692:AXYLO_2112","Hypothetical proteingm03692:AXYLO_2113","Hypothetical proteingm03692:AXYLO_2072","Membrane proteingm03692:AXYLO_2074","Hypothetical proteingm03692:AXYLO_2300","XRE family transcriptional regulatorgm03692:AXYLO_2349","Hypothetical proteingm03692:AXYLO_2410","Hypothetical proteingm03692:AXYLO_2418","Hypothetical proteingm03692:AXYLO_2420","Membrane proteingm03692:AXYLO_2549","Hypothetical proteingm03692:AXYLO_2652","Hypothetical proteingm03692:AXYLO_3110","Hypothetical proteingm03692:AXYLO_3023","Hypothetical proteingm03692:AXYLO_3224","Hypothetical proteingm03692:AXYLO_3204","Hypothetical proteingm03692:AXYLO_3773","Hypothetical proteingm03692:AXYLO_1816","Hypothetical proteingm03692:AXYLO_1727","Hypothetical proteingm03692:AXYLO_1610","Hypothetical proteingm03692:AXYLO_1606","Hypothetical proteingm03692:AXYLO_1603","Membrane proteingm03692:AXYLO_1366","Hypothetical proteingm03692:AXYLO_1148","Hypothetical proteingm03692:AXYLO_4393","Hypothetical proteingm03692:AXYLO_0868"
42,"Hypothetical proteinacn:ACIS_RS00005","Major surface protein 3acn:ACIS_RS00285(2)","Hypothetical proteinacn:ACIS_RS01330","Hypothetical proteinacn:ACIS_RS02850","Hypothetical proteinacn:ACIS_RS03175","Hypothetical proteinacn:ACIS_RS03170","Major surface protein 1B-1acn:ACIS_RS04560(1)","Hypothetical proteinacn:ACIS_RS04795","Major surface protein 1B-1acn:ACIS_RS04560(2)","Appendage-associated protein-like protein 1 (alp1)acn:ACIS_RS01960","Major surface protein 1a 4acn:ACIS_RS03205","Hypothetical proteinacn:ACIS_RS00670","Hypothetical proteinacn:ACIS_RS03900(2)","Hypothetical proteinacn:ACIS_RS01350","Hypothetical proteinacn:ACIS_RS00235(2)","Hypothetical proteinacn:ACIS_RS03900(3)","Hypothetical proteinacn:ACIS_RS03900(1)","Hypothetical proteinacn:PL988","Hypothetical proteinacn:ACIS_RS00350","Hypothetical proteinacn:ACIS_RS00360","Hypothetical proteinacn:ACIS_RS00600","Hypothetical proteinacn:ACIS_RS00685","Hypothetical proteinacn:ACIS_RS00690","Hypothetical proteinacn:ACIS_RS00695","Hypothetical proteinacn:ACIS_RS00745","Hypothetical proteinacn:ACIS_RS01245","Ribose-phosphate pyrophosphokinaseacn:ACIS_RS01375(2)","Hypothetical proteinacn:ACIS_RS01470","Hypothetical proteinacn:ACIS_RS02640","Hypothetical proteinacn:ACIS_RS03000","Hypothetical proteinacn:ACIS_RS03055","Hypothetical proteinacn:ACIS_RS03200","Major surface protein 1a 3acn:ACIS_RS03225","Hypothetical proteinacn:ACIS_RS03240","Hypothetical proteinacn:ACIS_RS03625","Hypothetical proteinacn:ACIS_RS03915","Hypothetical proteinacn:ACIS_RS03935","Predicted in CGMacn:ACIS_RS04260","Hypothetical proteinacn:ACIS_RS04420","Hypothetical proteinacn:ACIS_RS04525","Hypothetical proteinacn:ACIS_RS00160","Hypothetical proteinacn:ACIS_RS00040"
42,"UPF0662 protein C30C2.08spo:SPAC30C2.08","Rsm26pspo:SPBC16A3.14","Transcription factor proteinspo:SPAC1486.10","Set2pspo:SPAC29B12.02C","Hes1pspo:SPBC1271.12","Sfb3pspo:SPBC4.03C","Tcb3pspo:SPAPYUK71.03C(2)","Izh3pspo:SPAC30D11.11","Aly1pspo:SPBC2D10.04","Mbp1pspo:SPAC22F3.09C","Swi6pspo:SPBC336.12C","Rim20pspo:SPAC2G11.05C","Bre4pspo:SPAC26F1.08C","Rcy1pspo:SPCC18.04","Jip4pspo:SPBC25B2.10","Sap185pspo:SPCC663.01C","Pex31pspo:SPCC550.09","Pex29pspo:SPCC737.05","Grr1pspo:SPBC25B2.11(2)","Gvp36pspo:SPAC56F8.05C","PX domain-containing protein YPR097Wspo:SPCC1450.12","Sec2pspo:SPAC23C4.10","Rcf2pspo:SPAC1565.01","Cet1pspo:SPAC644.04","Cue4pspo:SPCC4G3.13C","Tos4pspo:SPAP14E8.02","Lsb5pspo:SPBC31F10.07","C2 domain proteinspo:SPAC11E3.02C","Rsc9pspo:SPBC1703.02","Pom152pspo:SPBC29A10.07","Mrpl25pspo:SPAC1952.14C","Bud3pspo:SPAC31A2.16(1)","Mrp21pspo:SPBC839.09C","Atp20pspo:SPAC22F3.07C","Conserved membrane protein, putative (AFU_orthologue; AFUA_4G10700)spo:SPAC20H4.02","Ctk3pspo:SPCC4B3.08","Trs130pspo:SPCC285.14(1)","Spo7pspo:SPBC902.03","Ump1pspo:SPCC14G10.03C","Mdm10pspo:SPAC17H9.17C","Rax2pspo:SPAC6F6.06C(1)","Spt8pspo:SPBC14C8.17C"
